Id,SalePrice
1591,91571.07891892473
1592,144853.98038072634
1593,125071.11627193596
1594,169034.36760000745
1595,105217.91362014395
1596,224763.814740141
1597,211108.35714495825
1598,216826.79936746103
1599,168613.2550914061
1600,159025.4042108745
1601,54834.27836389834
1602,125898.45663213645
1603,76449.68094862046
1604,264566.88387554407
1605,226464.93099989698
1606,156488.54038304163
1607,162153.2065391419
1608,200325.364978007
1609,183980.404078141
1610,145968.9647289764
1611,133778.98894613262
1612,189544.36195225906
1613,161723.32402576192
1614,118236.91500867592
1615,96052.35918796877
1616,68446.51995730214
1617,86268.09417504666
1618,128596.73519034329
1619,148417.15771386144
1620,183482.55642073523
1621,134911.0080995831
1622,138534.23981167018
1623,247168.31823083057
1624,199344.85044394233
1625,115500.31902800433
1626,163908.10264490749
1627,194110.88269094218
1628,273908.907656876
1629,188442.7099208172
1630,380185.9960149962
1631,263773.23540828726
1632,268978.5981573191
1633,180218.8505091486
1634,182790.62091734578
1635,177595.48699326246
1636,151477.18922165022
1637,195546.0045075339
1638,178873.9555962504
1639,186335.10610434038
1640,238915.69835490795
1641,187364.07114774172
1642,271571.14814205363
1643,215160.44575177887
1644,226787.23632975473
1645,216317.28196404802
1646,155358.2758532845
1647,160013.56749775392
1648,128842.93920026641
1649,123868.43520848922
1650,110539.41576405059
1651,112185.09732429637
1652,94332.05612332339
1653,98947.99753358323
1654,148881.08811300973
1655,132969.37028775673
1656,146186.8552483314
1657,159468.7132584992
1658,147955.55180857345
1659,128439.96447262017
1660,149237.3912602058
1661,445547.78275642195
1662,390014.4771126122
1663,395336.58092063456
1664,414403.4670468314
1665,339011.5501434576
1666,341224.012097173
1667,390960.43593353464
1668,367253.4829280713
1669,323807.83269249613
1670,369154.7294005961
1671,270178.90957283834
1672,400014.3009405356
1673,293834.6240477242
1674,248119.57318440356
1675,214765.2971917425
1676,219175.9913608573
1677,224938.8444006568
1678,481086.17479564797
1679,381958.7699986743
1680,352217.33084553154
1681,289163.6733361968
1682,323767.1151616159
1683,199397.5395368662
1684,166429.1941172631
1685,170279.19932356477
1686,168298.14573571307
1687,162694.09348630693
1688,174628.05672960685
1689,180024.85266004855
1690,187593.6328275612
1691,178969.8674696279
1692,254018.84990601699
1693,171072.3086951418
1694,183488.30054271538
1695,173466.0112215546
1696,254609.76096447595
1697,179368.07378963436
1698,346017.29918143374
1699,342157.4617838252
1700,271786.6092074943
1701,286505.85804089904
1702,232184.00350877512
1703,222877.65705602258
1704,272303.70503048855
1705,247845.90543778552
1706,209752.29074773865
1707,227331.5713601643
1708,204361.75070173005
1709,253452.12956823668
1710,224638.8803169379
1711,271012.61713166104
1712,247665.5340671585
1713,280088.99775049265
1714,215237.92661614725
1715,213015.74938042762
1716,180307.6777715891
1717,169962.32492706878
1718,147268.96462250024
1719,219217.02111908168
1720,272123.8253663138
1721,144946.65366740627
1722,116539.79417238495
1723,150814.40444650472
1724,210443.93470554738
1725,242692.71093254987
1726,183862.19737538035
1727,173308.24260421982
1728,161048.61161087736
1729,172917.36142325442
1730,170952.55244187458
1731,104161.33256466745
1732,133072.25328496858
1733,122059.89673973637
1734,134259.86906666425
1735,94900.96419736938
1736,87651.23967585052
1737,278437.6838049231
1738,264493.77030845045
1739,253473.44690863127
1740,217517.33952803412
1741,194214.7746774739
1742,182023.69603435395
1743,177421.70674327246
1744,342918.5153087933
1745,228410.19043018084
1746,196235.25585938795
1747,228996.04778585173
1748,228858.91948654418
1749,133936.77552912344
1750,129966.5023963209
1751,238844.39698251625
1752,111443.91405351771
1753,157091.35637981698
1754,194675.49438884706
1755,169696.4268886688
1756,130452.7736099241
1757,116134.27488790918
1758,141984.47867720513
1759,164227.13124119895
1760,155740.73298176136
1761,160334.95987326922
1762,193240.70737772228
1763,169034.81620918994
1764,102419.61183149082
1765,166881.84811619093
1766,193408.89715604924
1767,224320.4307085259
1768,137057.3104174604
1769,159276.21035414183
1770,151335.05788170148
1771,122199.67598746347
1772,147491.98614447447
1773,126486.79590202955
1774,142612.29192274474
1775,141935.23391668248
1776,125939.70678496623
1777,112816.40721613317
1778,146197.8442332089
1779,128741.09241543195
1780,162469.88554381448
1781,122100.53884198455
1782,78203.38532006583
1783,135468.08275795577
1784,87334.7376586406
1785,125660.37095905788
1786,139252.76897761915
1787,150979.8776348312
1788,56970.90794956352
1789,93698.82517749112
1790,59844.3946199771
1791,206953.64769031815
1792,166830.91960751382
1793,111762.90106644781
1794,157768.97384855195
1795,136761.90233617867
1796,147985.17685484054
1797,125232.50082635417
1798,126801.83067033853
1799,92814.90098298358
1800,133536.7342160068
1801,125700.77752316627
1802,132793.78904957473
1803,159384.19999964975
1804,115038.38223557742
1805,132769.88332288997
1806,132518.91297809072
1807,147458.81605910018
1808,124522.02268060137
1809,130762.47681438131
1810,133675.55210016973
1811,166744.71111244214
1812,101550.73380278546
1813,139808.06532143438
1814,94668.3988517526
1815,54028.65073870172
1816,104426.37383732427
1817,98230.00067531326
1818,174741.3929224699
1819,138384.898314576
1820,21350.469536734716
1821,115275.11404530634
1822,148877.35684956214
1823,43234.82741927361
1824,133434.94333509478
1825,155561.43494319287
1826,107617.08110597072
1827,108918.56424843735
1828,145633.81425806315
1829,133519.86725047184
1830,156803.8355009715
1831,159771.66245235797
1832,65227.028335166804
1833,147390.3535124936
1834,104952.3364152181
1835,135883.11227542633
1836,143564.2313605613
1837,76740.89079714267
1838,108170.02745074418
1839,120943.56046004011
1840,154211.2560993311
1841,131546.4182840756
1842,80456.29559944477
1843,137932.7272174381
1844,140254.5325158376
1845,160071.86834976028
1846,154557.81746290418
1847,168680.94924768584
1848,43457.49862413475
1849,101370.97878719165
1850,125626.40104793009
1851,145743.11684003397
1852,109274.65041186378
1853,109764.41725727438
1854,147872.9784662015
1855,161658.2908327944
1856,218041.49500576072
1857,125919.80622354572
1858,155604.7706446457
1859,117088.7347471992
1860,154207.13641756933
1861,115992.28153451937
1862,306554.849886679
1863,292747.90285409323
1864,292772.40627889626
1865,366434.16308339697
1866,344758.6090210603
1867,215700.55979488886
1868,295706.6406084667
1869,211935.8904458255
1870,226463.0504042956
1871,259805.9743605342
1872,171507.14512274717
1873,231240.37118210984
1874,135309.39219617995
1875,192378.28077001052
1876,207864.08227516574
1877,210633.10531653409
1878,202815.42177422773
1879,146795.78586033185
1880,128473.1032188402
1881,252576.67647612028
1882,235595.5047664901
1883,182942.6328986494
1884,204096.57771795106
1885,233177.7810689983
1886,283949.44573681685
1887,220791.28271394662
1888,257601.49910326398
1889,161108.14365324227
1890,102457.87825219333
1891,98221.65880234342
1892,104117.18443196191
1893,127453.73598322298
1894,114532.03687491891
1895,141643.03245159934
1896,135073.74150742122
1897,116278.48511484018
1898,86335.26958135379
1899,167479.19330154906
1900,145424.76746891145
1901,191379.2573873476
1902,181580.43340378386
1903,241608.7179692083
1904,159137.1540104346
1905,195110.80833805332
1906,160597.72879874767
1907,223695.31428856935
1908,110065.54555682206
1909,124911.8366120838
1910,115084.66328214019
1911,234579.08535452795
1912,317711.64255305484
1913,167550.9830340473
1914,28214.102733913343
1915,337197.02143580734
1916,84465.85230499873
1917,215124.06513304674
1918,134040.88551125446
1919,164427.50922009765
1920,167007.51273561656
1921,399461.02559356997
1922,343753.09351957904
1923,238589.13682619497
1924,207923.936745538
1925,204926.00654614883
1926,379070.77578858705
1927,128261.68342166094
1928,158439.0271492625
1929,110973.31190477981
1930,132958.39397969318
1931,131289.79881070345
1932,120709.70349993621
1933,180973.1018848895
1934,189618.05155264467
1935,167997.97029892268
1936,210297.50314210376
1937,183701.05063768258
1938,170444.6360445997
1939,278046.3828875072
1940,216948.07661700374
1941,179976.07991725
1942,177549.63416747862
1943,245959.0696091789
1944,394633.2498679034
1945,425092.270316339
1946,148329.8563624045
1947,156296.01328663694
1948,199228.7396984334
1949,240195.4776320821
1950,188943.77424940807
1951,242889.24716693975
1952,198739.86077394706
1953,163996.71285776945
1954,179551.92111663232
1955,126314.55972575967
1956,307916.7170824157
1957,156539.13258354916
1958,257639.52516095017
1959,127074.39701931432
1960,96400.73428428863
1961,115661.42047320635
1962,97600.37646006062
1963,110112.64311865007
1964,110394.39322952548
1965,139198.2210932299
1966,147156.3396173752
1967,316881.1084929827
1968,417972.7406215251
1969,397666.44453619083
1970,396120.9507770664
1971,467297.2642907781
1972,373863.8344811128
1973,310264.055822494
1974,343131.7864239876
1975,474367.14387584105
1976,282494.1577176425
1977,366327.4078353784
1978,341878.82596406667
1979,333153.3378753349
1980,223209.3580748821
1981,369521.2481585918
1982,226226.00628921515
1983,215581.03382189196
1984,180096.4962241342
1985,227313.88264120984
1986,215909.08687654088
1987,204956.53833711534
1988,165686.82907865147
1989,181566.3752930983
1990,203361.77842980952
1991,237356.91814688037
1992,231238.51361731425
1993,161594.95795049026
1994,236573.9544118522
1995,181930.8546789137
1996,285819.0776728336
1997,308175.68402031786
1998,325251.6992937495
1999,323188.7882058426
2000,326805.82090550696
2001,297766.5180346314
2002,249956.96635891803
2003,238266.8418344306
2004,283294.627350491
2005,227044.78861230044
2006,225571.53136347586
2007,242317.76508934025
2008,233090.04395593502
2009,194054.5670793093
2010,192799.77141094345
2011,133778.9289086737
2012,171277.21721631772
2013,182183.17191997342
2014,186962.5732573061
2015,216405.05440633427
2016,194417.82532342916
2017,200895.17444187767
2018,93140.39740016163
2019,134745.33313860183
2020,69769.16234691371
2021,106888.77222915922
2022,248924.19615734028
2023,139669.51381566163
2024,299323.44315123686
2025,370059.2335873224
2026,181170.76969415924
2027,162093.15415191455
2028,160798.20696200806
2029,184902.30321744483
2030,267701.2684978419
2031,243093.8808787303
2032,263089.4773033331
2033,256785.46955328897
2034,185476.69970297816
2035,242309.29848199312
2036,200361.1034485698
2037,215185.51021768598
2038,337963.9000301941
2039,243062.92243110316
2040,342011.85872555524
2041,330448.18470247777
2042,215506.22352186954
2043,178668.6842182474
2044,186094.80971565782
2045,189741.1363983916
2046,146043.19344369115
2047,138687.10944030396
2048,135530.48420858593
2049,128991.4194951365
2050,163168.1277248543
2051,92560.21029074522
2052,107987.32778588342
2053,141199.1961651473
2054,77235.89081303668
2055,179194.62906978474
2056,133136.74626117488
2057,100919.19558200709
2058,204461.97006082247
2059,127191.66781658251
2060,178906.8749151349
2061,170071.91940529237
2062,126578.52477187442
2063,113988.25583622867
2064,145271.8665913557
2065,88044.86240059984
2066,170275.72099581378
2067,110892.28952744856
2068,152344.05317342933
2069,87690.05850951112
2070,111253.8638206333
2071,90386.09166889696
2072,138540.73819204184
2073,119387.8548263385
2074,204015.37724986617
2075,174204.3261724695
2076,124854.01073161382
2077,162791.00609178247
2078,122635.61297989276
2079,130953.3620123869
2080,123694.31023042553
2081,136484.53580581574
2082,143028.5256069327
2083,159030.53019516764
2084,106200.97344231236
2085,113209.64069245916
2086,117911.85766873855
2087,119385.3735557156
2088,112048.48346573053
2089,73332.4959034776
2090,126444.02378302653
2091,111444.90041004686
2092,124573.12210425656
2093,161742.81796363273
2094,125835.9201912717
2095,177963.2055578292
2096,92595.67116936052
2097,94461.44694462826
2098,182921.76990237462
2099,34564.152084338304
2100,53920.47341274307
2101,133498.94394175924
2102,124544.5706664804
2103,98083.70458855975
2104,137879.0714141233
2105,136144.15899691632
2106,42695.95624616348
2107,190566.24258515864
2108,131668.89904639666
2109,119182.54666047113
2110,111063.41584545482
2111,81882.86953279228
2112,145221.23720098034
2113,123649.08048763187
2114,119362.21191600309
2115,176496.91696460653
2116,127213.01680205503
2117,164334.0320983841
2118,133821.93420046454
2119,114971.38969462088
2120,102820.83259487821
2121,114427.0220270092
2122,119727.34497247415
2123,88219.21249370603
2124,175573.0849582038
2125,127732.9496896654
2126,155674.60081275506
2127,229548.0281562026
2128,136342.29900330896
2129,71609.86194709045
2130,153075.2886471368
2131,134551.04154498767
2132,118636.26860933553
2133,125554.930697712
2134,135298.59203880504
2135,91000.81392196665
2136,64471.351875888184
2137,100803.04033705525
2138,117622.6227664174
2139,143362.21701256567
2140,147998.39850847286
2141,158858.62116411282
2142,128055.2137045312
2143,149700.67461991668
2144,144582.75171731124
2145,138564.14142763006
2146,192340.47948235334
2147,148087.40943059608
2148,118052.2448536793
2149,139809.06521603407
2150,234434.0687099171
2151,132262.82126256314
2152,232777.14205176677
2153,181578.50879979707
2154,109899.4350835437
2155,143770.65534112003
2156,280789.20305725606
2157,234986.2579493715
2158,243787.69720273043
2159,230551.64150947166
2160,177598.24490664477
2161,229375.9044508503
2162,374252.41379297536
2163,366651.66360138764
2164,242729.22856214896
2165,216207.98715075312
2166,152458.31524060355
2167,229933.95042260995
2168,201734.14996504624
2169,195750.8765032631
2170,216647.50286253277
2171,156112.8340538414
2172,149821.39671596632
2173,165027.26141996484
2174,223253.93856849786
2175,261966.5046523926
2176,303505.03218585346
2177,237626.04310773467
2178,216618.34770796573
2179,133978.56750378816
2180,227817.33718389113
2181,195317.5675482085
2182,225688.75048242757
2183,197493.25992144106
2184,127403.17357233513
2185,119590.74495205804
2186,166685.99982644978
2187,145707.5958948321
2188,161418.26509673087
2189,326743.96442526334
2190,110201.97280534604
2191,58252.55402859388
2192,73886.9155101031
2193,136499.4655032019
2194,93469.97899626225
2195,100204.05774372583
2196,99030.92832719247
2197,124036.38681143953
2198,161614.0224534084
2199,192935.19660260636
2200,137062.77696002368
2201,150997.0131375635
2202,209873.78465643254
2203,145929.68020172685
2204,186208.15706476106
2205,119804.56899844925
2206,174278.9143295623
2207,241714.7942684655
2208,269127.3204614804
2209,274234.74882682215
2210,124453.1564074606
2211,126715.74147571521
2212,123922.07653052802
2213,106963.67671821534
2214,130873.19896958466
2215,107668.99682855656
2216,174358.2284760032
2217,109324.83724231971
2218,48236.313476868236
2219,32768.36491156716
2220,24535.56234703408
2221,337956.28790124843
2222,286140.0543563331
2223,272649.9078916996
2224,202525.96895006773
2225,118745.34379030566
2226,189679.23833218517
2227,193962.11754711685
2228,276139.7555834175
2229,250116.72854888838
2230,156271.10928972336
2231,213097.49877658472
2232,182062.08994292616
2233,194196.89121824896
2234,246285.4560497798
2235,224688.03337126577
2236,247732.9982908518
2237,302192.8448282996
2238,194613.9098027903
2239,43272.976890321064
2240,154125.91292102123
2241,136366.2113158777
2242,132369.81263527792
2243,129973.10075886376
2244,107396.40706892646
2245,113639.36274964578
2246,134548.41291584232
2247,135043.50136778288
2248,125990.23942408769
2249,116355.8365735664
2250,128148.51103078082
2251,108275.20342039404
2252,195712.84277727045
2253,163833.04429074744
2254,191451.0709961504
2255,193449.61402968763
2256,173703.22486900608
2257,222186.87496167715
2258,154818.8204635892
2259,181042.28557489687
2260,184535.3979693304
2261,233541.23656454482
2262,256661.24675597428
2263,396840.92263795866
2264,484479.61143227504
2265,159359.38768799367
2266,341571.8525650089
2267,400093.6245838095
2268,374487.33794393647
2269,151265.24008761832
2270,185105.62131530078
2271,213065.2027712124
2272,182004.19895472258
2273,146257.98395528767
2274,185883.249008193
2275,156177.54744738326
2276,196119.80628971386
2277,186061.16941076235
2278,152496.6866670443
2279,156676.66589105775
2280,97990.43663899231
2281,141532.00259312036
2282,159985.81699898458
2283,114829.54995819382
2284,119592.4074041002
2285,157247.20308194702
2286,117666.00826686923
2287,390154.2567978557
2288,295236.13243234716
2289,370304.5081924107
2290,445499.69868198177
2291,354755.9580791255
2292,427916.7425835992
2293,487770.9404338007
2294,407421.64600457286
2295,466426.1932126996
2296,285996.47401816514
2297,395734.9155446966
2298,369044.35488126613
2299,373736.8786721453
2300,337421.7360320374
2301,338219.3550784483
2302,267125.73846767086
2303,255952.32002290883
2304,259742.45351196363
2305,221277.66745345094
2306,212910.27892677512
2307,216098.9440942705
2308,252717.9242938862
2309,320818.57907814323
2310,223932.15526938505
2311,219022.0818052657
2312,186521.11369279292
2313,164798.10384822087
2314,182252.62678123257
2315,180894.36691519557
2316,193843.96395306967
2317,202930.96475256767
2318,186118.33131927767
2319,185650.54782898552
2320,183466.24710490587
2321,239208.93171969944
2322,197908.03166623434
2323,195514.27043827632
2324,187423.9225150843
2325,213378.09092911778
2326,173699.30397534982
2327,194816.5395009824
2328,219220.0177957999
2329,195724.91090872648
2330,184676.57785159498
2331,347761.10507633176
2332,398951.4269024733
2333,329731.10444468213
2334,276536.7873114337
2335,300174.7716107266
2336,328385.9290005296
2337,196451.66515253411
2338,251672.44558160382
2339,221868.47904756796
2340,399761.75456919696
2341,206672.7261778656
2342,232607.3516911914
2343,231189.62927282343
2344,225589.9615632353
2345,219681.99911594673
2346,219464.08723778938
2347,207664.94097812843
2348,256664.4278761838
2349,199672.83035776447
2350,321310.2037039719
2351,288954.30519883195
2352,246174.74046802122
2353,255675.55194973576
2354,164164.97004745863
2355,150621.0680911811
2356,143313.35148751293
2357,187752.56214107972
2358,203736.19065600107
2359,129135.47847967126
2360,110873.29073079937
2361,156299.2967684496
2362,269181.8432422506
2363,128543.20886318234
2364,154308.71694444332
2365,213089.97886098674
2366,195414.90270018167
2367,217907.83533095926
2368,224422.5833760615
2369,210508.2984561137
2370,180312.79752098894
2371,173723.95308656502
2372,198369.0211440318
2373,294419.985099779
2374,327741.51387501543
2375,233171.66068403187
2376,290334.1699435613
2377,351974.5587884359
2378,165717.09517309297
2379,220562.07561332287
2380,144812.61450772587
2381,170534.17664694146
2382,203301.1422511853
2383,190921.02866441334
2384,234388.6421051507
2385,156972.080824592
2386,130131.06497998335
2387,119857.66984923976
2388,101366.68452732018
2389,110592.33472442409
2390,171405.50648914752
2391,149173.26434503403
2392,114741.03446296652
2393,186306.13282888292
2394,147628.86891628924
2395,213704.61818704507
2396,142132.82306638345
2397,208106.24074539138
2398,137440.95788052524
2399,79259.32230605866
2400,66654.1592355721
2401,140434.8716079682
2402,123747.21349075521
2403,143575.56815140095
2404,148307.81351340134
2405,148132.9900174436
2406,139477.72913783573
2407,133555.26200614547
2408,127597.42588826377
2409,107284.2348311402
2410,191463.96492408207
2411,117388.94283544901
2412,169576.16712235849
2413,123381.41452648983
2414,158498.5275822457
2415,126425.16144304961
2416,133340.5778393531
2417,125440.04923512865
2418,128990.56777905079
2419,129482.75302027602
2420,132618.08989783432
2421,135985.03327771628
2422,113214.85522928202
2423,119797.21202917397
2424,145583.36489228904
2425,215676.3355997073
2426,128668.91334393356
2427,142337.95401475462
2428,185970.28250599842
2429,104118.19080877237
2430,128697.22488488036
2431,106142.87411404224
2432,156590.05103040495
2433,156184.69919217724
2434,157692.0919497094
2435,174972.30377076726
2436,104737.0783260531
2437,89501.27311414131
2438,106786.52879554356
2439,89668.88172005667
2440,124089.525167171
2441,109788.35666658657
2442,93763.42711218077
2443,141877.2047132032
2444,128107.62170830157
2445,77972.49538125112
2446,140162.3133520634
2447,181867.76155988363
2448,130944.04560310522
2449,107683.82583757702
2450,160358.75064395237
2451,20796.461918995512
2452,224314.93119633276
2453,99937.24994198969
2454,113217.70129039788
2455,102132.62173112173
2456,89477.72849847563
2457,177258.8292634991
2458,159203.16452249922
2459,125847.74718778604
2460,139156.10500964924
2461,129845.8868886285
2462,133948.32015349987
2463,128428.59217893693
2464,200378.42295787288
2465,137122.30234964503
2466,120208.46449264654
2467,114303.31574002432
2468,101851.6797924067
2469,99228.05740403925
2470,232976.63499051516
2471,228272.02260249856
2472,187215.79291617396
2473,115240.340660052
2474,97865.37606525901
2475,218371.9079396509
2476,109078.20991234176
2477,119268.73480389582
2478,151341.61632311196
2479,102039.95715660407
2480,151455.6401248492
2481,126826.86106915824
2482,121509.07781030424
2483,99790.35364968472
2484,121775.06282843929
2485,112685.33678434341
2486,145941.9273371917
2487,200179.60685973245
2488,168225.17465968337
2489,161059.39651358858
2490,136597.99393485315
2491,83509.3150648463
2492,197851.1578508039
2493,155580.68688851196
2494,156743.5919661152
2495,72357.79565794539
2496,228175.52069346685
2497,165399.89542010135
2498,118975.96227491603
2499,80879.54641164129
2500,121501.50163886556
2501,142314.4897956129
2502,149785.86527936225
2503,109125.8712212845
2504,173431.8122146246
2505,247622.77756205198
2506,247114.40020322383
2507,278404.5733706554
2508,245811.84023304688
2509,212582.64017625854
2510,209744.0509415251
2511,174637.4115644714
2512,214849.74344059327
2513,222774.97323269353
2514,356094.5835600622
2515,165417.31694095052
2516,174939.0191960814
2517,156537.0478906244
2518,143424.56398236688
2519,249749.34970925274
2520,227008.96542806653
2521,188616.61147638093
2522,222326.4338211152
2523,131141.10692887893
2524,146428.95577639324
2525,175145.14812593072
2526,167668.4132073106
2527,122036.65846620209
2528,155838.68552979393
2529,168108.29643050075
2530,135174.9958684117
2531,263704.7370334972
2532,223276.25173360392
2533,195265.6262489696
2534,247814.28612517202
2535,277280.15670368203
2536,241447.52992642912
2537,243981.58694550753
2538,187196.7737293341
2539,189576.6734370434
2540,180330.88200069583
2541,174170.84015970762
2542,158982.18954902884
2543,114291.31837227053
2544,126782.15247552653
2545,119545.5911105877
2546,125269.37478155224
2547,159999.0028289067
2548,179885.33061664584
2549,153128.4952112564
2550,675867.7425405509
2551,134213.14806170613
2552,147055.4539148823
2553,91004.2440511284
2554,81490.62420854653
2555,91032.6699998178
2556,98625.88320266869
2557,120154.34888236842
2558,185554.24116059594
2559,164837.4687341614
2560,161867.2577843194
2561,153411.51341060296
2562,172133.91314462016
2563,161858.2436928689
2564,203744.3422182202
2565,160095.56145166972
2566,176410.5832658359
2567,139898.82467324685
2568,236669.73328969567
2569,253094.21814411654
2570,113435.45113517778
2571,205381.08422754533
2572,151176.54684963758
2573,238236.1312646061
2574,300839.9459356541
2575,140653.06621938723
2576,199751.56690351773
2577,205818.25921603697
2578,84192.02590791837
2579,40225.63043966214
2580,91729.8178116795
2581,119491.37309459815
2582,116476.42719628464
2583,268081.11754270364
2584,159271.626218798
2585,175201.77685079727
2586,206011.22153480587
2587,207739.54629311725
2588,149150.7752733867
2589,142679.61401910536
2590,201584.69936738527
2591,233679.16773639972
2592,211394.74132551815
2593,240825.12315854643
2594,166258.26669452796
2595,212853.69313969862
2596,295685.9864767492
2597,195125.61166507073
2598,274482.37896208256
2599,278211.0866504129
2600,175888.02389748077
2601,150342.96802392343
2602,71688.25722663713
2603,95785.98822575109
2604,90465.24765197956
2605,71197.27330887629
2606,137758.39549150638
2607,193712.30468267194
2608,195572.94924855515
2609,149426.36513140335
2610,120768.75275696092
2611,227814.98662998676
2612,153799.2842704707
2613,119041.89621541949
2614,109477.15296835193
2615,157498.33800879813
2616,148805.29589156221
2617,216446.07838122328
2618,194038.6640583773
2619,204742.38053554393
2620,195026.82263167945
2621,184408.8864269963
2622,185152.9708354148
2623,230938.32990409588
2624,278967.27347186976
2625,303714.30840728537
2626,176015.77484900414
2627,205307.09858862698
2628,474479.72995746695
2629,532473.195515472
2630,398068.19314806676
2631,478881.9704624885
2632,430647.9774280407
2633,336026.3134665822
2634,449488.4303711123
2635,153751.62527591488
2636,172992.13373479102
2637,187822.65593228725
2638,288863.08543313725
2639,193832.9179979336
2640,154368.0778131363
2641,103814.45761753872
2642,164364.59909823598
2643,106666.73602097752
2644,112985.68390954222
2645,110568.36440656745
2646,94685.69972978716
2647,106837.25818755617
2648,130215.51970306816
2649,145487.57951809323
2650,131666.3352236067
2651,139360.66887415995
2652,389462.07712247595
2653,265588.69666695455
2654,285293.41622347746
2655,409783.4415181059
2656,330019.6525144876
2657,383271.14465573453
2658,340598.5150728589
2659,328379.2711968012
2660,367339.19051834824
2661,382261.2126787754
2662,398452.5574867431
2663,283568.09282591136
2664,314774.65829355177
2665,346415.0997623084
2666,312752.86008268746
2667,178702.62742269968
2668,184497.01534400808
2669,191669.3055160579
2670,271892.1288156478
2671,187057.23860283146
2672,199492.81545345098
2673,209318.80960919577
2674,203407.97013698137
2675,191149.46562876474
2676,188296.0630277587
2677,212102.69095301293
2678,249654.84421729294
2679,302917.1944542759
2680,293865.5216483064
2681,412611.7882634405
2682,338513.89020559564
2683,499337.8836524498
2684,320916.49280074774
2685,371470.22878474044
2686,248826.41834224368
2687,298355.9888130209
2688,209944.6374535614
2689,217390.0028760369
2690,379782.02945328737
2691,203418.69295070888
2692,164341.31734006235
2693,208958.18343642468
2694,143606.289790092
2695,193814.6666596633
2696,182068.99977963787
2697,196422.89651465378
2698,202639.33851041066
2699,165565.50351077752
2700,144395.31178223123
2701,130912.26205872241
2702,92255.77585646708
2703,112679.07140292315
2704,147270.6518083831
2705,99659.84995507827
2706,81713.92856940915
2707,99148.05141598836
2708,146001.3861209033
2709,121254.07928350935
2710,131668.96008784955
2711,299944.03158262325
2712,434665.4711217724
2713,168864.25332508318
2714,149823.4887172933
2715,185665.5356008874
2716,132875.55590346424
2717,199306.1128126269
2718,216660.67754550857
2719,146639.08672310197
2720,166791.25389445212
2721,124463.78384597192
2722,143891.30574659025
2723,142211.3054550603
2724,114558.84191042813
2725,119626.03579361859
2726,151648.7089986293
2727,171425.01080742734
2728,177041.7886060164
2729,137322.55180800878
2730,147065.73695714373
2731,126211.92233487731
2732,140951.88817879677
2733,150754.68733661025
